NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190001004650;2019;1500800;Ananindeua;15;PA;23;F;1;5;1;1500800;Ananindeua;15;PA;1;6;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;503;507;511;515;503.2;546.7;551.8;436.8;DEEEBEAECABECDABBEAEDEDDDBCBEBBBECCCAABDABBDD;BAECABCDABEDACAEEACACACAEDDCDBCCAEECACBDECBEB;BAABE99999BCCAADAADEDAAEEBBEBCDCCEEDBBEAADEDACCCDE;CCCEDC.CADEBBCDDDDAEDDCAAEBEBBBCCCACDABBBBCCD;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;140;140;160;680;D;C;C;C;5;E;A;B;D;A;A;B;B;B;B;B;A;A;C;A;A;E;B;A;B
190001004651;2019;1505502;Paragominas;15;PA;18;F;1;3;1;1505502;Paragominas;15;PA;2;0;2;1;0;15582949;1505502;Paragominas;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505502;Paragominas;15;PA;1;1;1;1;505;508;512;518;412.5;417.2;485.1;446.2;ACABBECAEDDBEECBADDADCEDACBEECEDBEEBDBDDDDADD;ABACCDDECDCBCDAABBDADABCBCAEEBCCBACBCDACCADAB;99999CBBEBCDDBDBECEDEEBCBBDDBBEAEBAACDAEEBECDEDCAA;DDBCBBDCBDECCAACEDAAEBABABCEBDACEBCBACCEADDDB;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;120;120;80;120;580;E;E;B;B;3;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
190001004652;2019;1501402;Belém;15;PA;29;F;1;2;1;1501402;Belém;15;PA;1;7;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;E;F;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004653;2019;1503606;Itaituba;15;PA;16;F;1;2;1;1503606;Itaituba;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1503606;Itaituba;15;PA;1;1;1;1;503;508;512;515;546.6;589.7;578.4;650.3;ADCCBAAEDDBBBBEAEBECEDBEAAEEBCBDEEBAECCCEEADA;DBCBADBEEAEEDCBACCACEDBBBCCEAACCEBCEBCBBBECBC;99999BDAEDCCDBCECCECCADCDBDBBBDAEEAACDCBECCEEAEDBB;CBEADDCBADAADDBAEADEDEBBBAEEECBDEBCEACCADCEAA;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;120;120;140;620;E;F;B;D;4;B;A;B;D;A;B;B;B;A;A;B;A;A;C;A;A;E;A;B;B
190001004654;2019;1503093;Goianésia do Pará;15;PA;28;F;1;3;1;2103307;Codó;21;MA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1503093;Goianésia do Pará;15;PA;1;1;1;1;506;508;512;517;338.5;391.7;358.8;443.1;CDDEACBEACBDBBAEBECDEACABABDACEAAEDCEDACDEADD;AEADBABAECABCDACBBBCAADBD*CEDAACBECCDBBBADDAA;99999BCAADBEBEEAECDEBDAEAAAEBAACDAACACAEEEABEDBACC;ACCBEBEAABCAEEDEABCABCDEABDEADAEBACAEBAEDC*CD;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;6;0;0;0;0;0;0;B;B;A;A;4;C;A;C;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
190001004655;2019;1501402;Belém;15;PA;19;F;1;3;1;1501402;Belém;15;PA;1;3;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;505;507;511;518;450.6;561.8;539;476;BEACBDBDBCBCBACDECCBBACDBBADBBBEBCBEBEBDCCDEA;BEDAEBAADBDBECAEECCACEEBDDCABDBEBADBEDBDBACDE;BACBE99999ECBAACDECEDACECBDACBEEBEAEECBDCDBEBDCBAD;EAEDABABDCCEBCAECDCCCDDBACEEBBABCACABACBDEDEC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;160;200;180;200;180;920;D;D;D;C;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
190001004656;2019;1500800;Ananindeua;15;PA;40;F;1;3;1;1500800;Ananindeua;15;PA;1;13;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;504;508;512;516;343.8;481;499.5;397.6;ECBBDEBABBCBBEBCDBDDDEDEBCCECEECAADACEACCABCC;ABACEBBDBCAEDDABDECEDCCACBBDDAECDCABABADEACAD;99999EDCABCBCBCECEDEBEDCABDAEBEADBACDEDEECBDCED*ED;DCACBBDBA*BCAEBECADCACEDBAADEBEBDCECBEBADDDBC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;100;80;80;40;400;C;B;A;A;8;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
190001004657;2019;1504802;Monte Alegre;15;PA;17;M;1;3;1;1504802;Monte Alegre;15;PA;2;0;2;1;0;15007375;1504802;Monte Alegre;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504802;Monte Alegre;15;PA;1;1;1;1;503;509;514;515;460.7;570.5;541.8;631.3;DDEDBBADEDBBCDEADBBACEEEDBCEACDEECECACDADADCB;ACACAEDCABAAADBEEAEABECAACADBCADBDCECEABCBADE;BDBAB99999CADBCDEBEBAABDEAEEDECADDDDBBBACDACCAACCD;AEBADECBADAEABEACEBACABABBBEBEDCEECEBAEDBCEEB;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;100;160;140;640;D;B;A;A;3;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004658;2019;1502939;Dom Eliseu;15;PA;17;F;1;3;1;1502939;Dom Eliseu;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502939;Dom Eliseu;15;PA;1;1;1;1;504;507;511;516;506;495.1;469.5;458.9;CEAAEEAEECEDDEDBEECDEBADBDABCBCEEEADBDEDBBBAB;ACEAABACDBBCEECCECCADEEBCBDDEDBEEAEBCDEDCACBB;DECDC99999EABCBBEEDEDAAEABCCCBEEEBBABBAAAEADEBDCCB;AACEADDBCDAAABCEBDECDCCCBCBACDACDEABCBADBEDCB;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;120;120;160;640;C;D;A;A;4;B;A;B;D;A;B;C;A;B;A;A;A;A;B;B;B;C;A;A;A
190001004659;2019;1500602;Altamira;15;PA;20;F;1;2;1;1500602;Altamira;15;PA;1;3;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500602;Altamira;15;PA;1;1;1;1;503;509;514;515;414.8;388.2;457.6;401.6;DDEBAABEDCDDAABDCEDDBACBABBCDECCCACBCBACBEACD;ECAEAACDCADABCDCEAACBBDDCDAAACABBECDDBEDECEAE;99999ABCCBBBBEECCAABBAADEDDEBEACAEDEEDECBBCDAEACCC;ABCDCDBCABDCCBEDBDCBBDBAABDDCBCCEDABCEDCDCBCE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;100;120;0;440;A;E;A;B;2;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;A
190001004660;2019;1506609;Santa Maria do Pará;15;PA;18;F;1;3;1;1506609;Santa Maria do Pará;15;PA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507607;São Miguel do Guamá;15;PA;1;1;1;1;503;507;511;515;496.8;475.1;544.9;537.8;ACEDBEDDCEBBCDEADBEECDABAECEBDBCEDBABCCADCBAC;BBECDBDECABDACACBEDABBCEEDBDCABCDEEEDCEDABBAE;BBDBD99999BABEACDCDCDACEBAEECCECECCCEBDAADABAEECCE;ECCBDCDCABABDCEACBBEDEACACBEDEBCEBDACDDABDBAE;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;200;160;160;200;880;B;E;A;A;4;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;A
190001004661;2019;1506138;Redenção;15;PA;17;M;1;3;1;1506138;Redenção;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1506138;Redenção;15;PA;1;1;1;1;506;509;514;517;435.6;512.3;488.6;432.4;DACDDEDEDAADCBCBDBDBBBDCCACDECADCCCBCBACCCCEA;ACAEAAACABEBABAADCEEEDE*CBDCCCADADCCCBEBBBBDB;99999CCCABBCAADDBCEBCCADBEEBDECBAABDEACACAEABBADEA;DEEDCAECDDEEECBCBECABEBAECBBCDAECAEBBBBBDCCDB;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;60;100;80;80;100;420;B;B;A;A;4;B;A;C;B;A;C;B;A;A;A;A;A;A;A;B;A;C;A;B;B
190001004662;2019;1501808;Breves;15;PA;17;M;1;3;1;1501808;Breves;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501808;Breves;15;PA;1;1;1;1;503;510;513;515;511.9;492.8;478.5;432.8;EDECACDDEDBEADEADBCAEBADAACEDCAEEDEBDCBADBBCA;AEECBBDDBABADBCAEBDBAAECCCBCCDCDCBCDAAEBCBDBE;99999DABBEBBBDBACADEBDDDEDEAEADDCCBABEAABCCECBACCA;BEDBADCCBECDBDDBACACABBAABDEBADD*EDBDCECBDCAB;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;160;120;120;80;600;D;D;F;F;6;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
190001004663;2019;1501402;Belém;15;PA;19;F;3;1;1;1503606;Itaituba;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;505;510;513;518;557.8;550.1;528;418.5;DADCEDCDCECEEA*BEEADBCBDDAECEBBBDADAEE*EAECCE;EEAC*EADADBEABABCDEABCDEA*CDEABCCACBDCBECBBEB;ABCDE99999AEBCDEBACED.CDAEAAECADEEECBBCCBBECEDDAEC;EDBCCADBBCCBCDDECBCCDEBCBBDEBBEEEBDBC.DBBAB.D;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;160;140;120;20;580;E;C;E;D;5;L;B;E;E;B;A;B;B;B;A;B;B;A;D;A;B;E;B;C;B
190001004664;2019;1505536;Parauapebas;15;PA;18;M;1;3;1;1505536;Parauapebas;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;1;1;1;1;504;509;514;516;449.3;457.1;510.5;399.3;CEEDDDDEBBBECCBCCCCDBBCEBBCCBDEDBCCCDCDDDBCDD;DDABAACCCBCABCCDBBCBEDBBBCCEEDEABBCBABDBDACAB;ABCDD99999BACEDBEEDCAAAEDBDCDEBBDAEEEBEDAECBDCCDAD;DACBBBBBEBBBEBECDCEEBDDECBCBBBBEBBEBCDCDDEBAB;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;120;120;140;0;520;E;E;B;B;4;C;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B
190001004665;2019;1502400;Castanhal;15;PA;18;F;1;1;1;1502400;Castanhal;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502400;Castanhal;15;PA;1;1;1;1;506;510;513;517;516.7;575.6;587.8;604.8;DEDDABDADBECDAAABCBCEABECBEACBDEECBABEBEEDCDE;EEACCEDBCDEEABAAECAECDEACEBEEBDDCBCEAACECBACB;99999DCBBCADBCBCDAAECDDAEDACECADDCDDCEDEBEECDEACDB;CAEBCBEDABABDBCBBCCCBDACBEACBAEEBECBDBCBEEDEB;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;120;160;180;180;800;E;E;C;B;4;K;A;D;D;B;B;B;A;B;A;B;A;B;C;B;B;E;A;C;B
190001004666;2019;1500602;Altamira;15;PA;23;F;1;2;1;2304400;Fortaleza;23;CE;1;4;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500602;Altamira;15;PA;1;1;1;1;504;510;513;516;495.1;480.1;528.2;517.9;DDCDCEAEECDBDAAABEABEBDBDBCBBCADADDCDCEABCBDA;CEDDEEDEBBBADACCDBABEDCAECBDDBCBDBCCACCDBBDEE;99999EAAECABBABCCACECBDBBCADDCEEEBDCBEBCBCBEEDADCE;DACECACCADBBADCAADAACDAEBEEDCAABECADAEECDECBC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;160;140;120;120;680;H;E;F;B;4;B;A;B;B;A;A;B;A;A;B;A;A;A;B;A;A;C;A;A;A
190001004667;2019;1501402;Belém;15;PA;18;M;1;3;1;1501402;Belém;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;504;507;511;516;600.4;651.8;583.3;567.8;AECAADDBEBBDEADABEDECAADDEBBECCBCCBECBAADCDDC;BABCABABCAECBCEEEBEECBCAEDBEAAECEACDADBBBACDB;BEABC99999BCBEAEDBCCDAAECBCECCECCCCDEBDCADADBBCCBE;BEACCBAEDECCBECCCDEBCEBCBDBAABCCEBECBDDADEABC;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;160;120;160;180;180;800;E;F;B;B;3;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;B;C;A;B;B
190001004668;2019;1504208;Marabá;15;PA;23;F;2;3;1;1504208;Marabá;15;PA;1;6;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;503;508;512;515;447.9;452.6;472.5;450.5;CDDBACAADADACDABDECEBDADECAECEBBEEAEADDCCAAAC;EEACBBAECAAAACEBDCDACDEEACAEEBECEDDEECAAEABBB;99999EEDAACBAACEEEDCECDBCEDDCEEECADCEEEDEAABCEAAEA;ECABAECDAEEDCDECEDBEBCBCAEECCDECCDEAACDBDCECC;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;120;140;160;660;B;C;C;B;2;B;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
190001004669;2019;1501402;Belém;15;PA;23;M;0;3;1;1501402;Belém;15;PA;2;0;2;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;E;F;D;4;D;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;E;A;B;B
190001004670;2019;1505536;Parauapebas;15;PA;39;F;1;2;1;1702901;Axixá do Tocantins;17;TO;1;13;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;1;1;1;1;504;509;514;516;360.8;472.9;374.2;398.9;DAEDADAA*.*.DACBBADECDEEBDEA*DAAABABDABAAABEA;AEAEAEADEBABCBEAABBCBBAECACAAEECBEBEADAEEADAA;99999CBBADABBBDCBAEBEDBDCABEACDBAECACAEADCAEDBECDC;AAEEABDEADDDECEDCEEADA*.EBBBCCCCACBCBCCCEDABC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;6;0;0;0;0;0;0;A;A;A;A;2;C;A;B;C;A;A;B;A;B;A;B;A;A;B;B;A;C;A;A;B
190001004671;2019;1500107;Abaetetuba;15;PA;21;M;1;2;2;;;;;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500107;Abaetetuba;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;E;C;D;3;B;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;B;B
